algorithm,parameters,count,k-nn,epsilon,largeepsilon,rel,qps,p50,p95,p99,p999,distcomps,build,candidates,indexsize,queriessize,dataset
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.76292,0.8062699999999999,0.95049,0.09121422962078268,4618.353353739676,0.22864341735839844,0.3669381141662596,0.511424541473389,0.8070790767669743,0.0,1453.893049955368,10.0,808420.0,175.04507301187513,glove-100-angular
hnswlib,"hnswlib ({'M': 24, 'efConstruction': 500})",10,0.92174,0.9399599999999999,0.95479,0.08992808739415772,632.7186094414113,1.6314983367919922,2.0814180374145503,2.3353195190429688,3.445387125015259,0.0,1453.893049955368,10.0,808420.0,1277.692781493664,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.48737,0.52532,0.86079,0.0951550255281251,17086.272496924368,0.0553131103515625,0.0858306884765625,0.12374401092529308,0.2739448547363285,0.0,1741.3625795841217,10.0,919224.0,53.79897810745239,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.81531,0.85619,0.9497,0.09082763800755529,2835.8706360659144,0.38242340087890625,0.5092620849609375,0.6122684478759768,0.8015847206115766,0.0,1741.3625795841217,10.0,919224.0,324.1417250524521,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.59805,0.6426700000000001,0.9229100000000001,0.09321508223085337,11225.569962830374,0.08463859558105469,0.12922286987304688,0.19288301467895513,0.4545063972473309,0.0,1741.3625795841217,10.0,919224.0,81.88662161865234,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.8564399999999999,0.8914500000000001,0.95062,0.09051700342738611,1781.950901931488,0.569462776184082,0.7572174072265625,0.9405660629272462,1.378564119338995,0.0,1741.3625795841217,10.0,919224.0,515.8525967262268,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.69676,0.74258,0.94377,0.0919533822004141,6907.440094569406,0.14066696166992188,0.2060055732727049,0.2896833419799806,0.570089101791388,0.0,1741.3625795841217,10.0,919224.0,133.07737561454775,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.89842,0.92372,0.9511100000000001,0.09023356481737911,937.1603137842916,1.092076301574707,1.4121651649475095,1.6324520111083984,1.9087827205657966,0.0,1741.3625795841217,10.0,919224.0,980.8609972909928,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.9153,0.93384,0.9512700000000001,0.09012210262149324,640.5277981896643,1.6158819198608398,2.134573459625244,2.4275803565979004,3.2458574771881157,0.0,1741.3625795841217,10.0,919224.0,1435.1039917362214,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.77537,0.8193400000000001,0.9486399999999999,0.09116728145039397,3969.6308340542005,0.25081634521484375,0.3464221954345703,0.457291603088379,0.7829828262329135,0.0,1741.3625795841217,10.0,919224.0,231.56410216140748,glove-100-angular
hnswlib,"hnswlib ({'M': 36, 'efConstruction': 500})",10,0.9242699999999999,0.93857,0.9513400000000001,0.09006386324651253,485.183843933616,2.1544694900512695,2.845549583435058,3.2277250289916997,4.160988092422508,0.0,1741.3625795841217,10.0,919224.0,1894.5890542179109,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.5568500000000001,0.60022,0.91816,0.09315290816795613,13761.435862707964,0.06818771362304688,0.1113533973693846,0.17071008682250982,0.3039879798889169,0.0,2381.6956374645233,10.0,846836.0,61.53689254875184,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.88378,0.91802,0.96228,0.08961043463728341,1829.7499618938782,0.5679130554199219,0.8490562438964837,1.073856353759766,1.5263674259185815,0.0,2381.6956374645233,10.0,846836.0,462.8151483186722,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.67769,0.72552,0.9529500000000001,0.09149615297966479,9082.83250361587,0.11301040649414062,0.19122362136840804,0.2903962135314942,0.4854416847229048,0.0,2381.6956374645233,10.0,846836.0,93.23479208307268,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.9162800000000001,0.94155,0.96244,0.08940202205617234,1158.3854371069087,0.8640289306640625,1.259338855743408,1.581430435180664,2.144816637039185,0.0,2381.6956374645233,10.0,846836.0,731.0485550603867,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.77428,0.81996,0.9602499999999999,0.090488637239503,4408.147187392899,0.2219676971435547,0.3407120704650877,0.43917179107666027,0.6397378444671755,0.0,2381.6956374645233,10.0,846836.0,192.10701548757552,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.94461,0.95685,0.96261,0.08923244978336561,604.0868453190033,1.6829967498779297,2.39112377166748,2.801666259765625,3.6328437328338743,0.0,2381.6956374645233,10.0,846836.0,1401.8447952674867,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.95313,0.95981,0.96264,0.08917765746056157,411.2197883208868,2.6096105575561523,3.900396823883055,4.935300350189209,7.412934541702276,0.0,2381.6956374645233,10.0,846836.0,2059.3269683296203,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.8503299999999999,0.88985,0.9619099999999999,0.08984635575769964,2634.358896026112,0.4055500030517578,0.6883263587951658,0.9997344017028819,1.5447690486908072,0.0,2381.6956374645233,10.0,846836.0,321.45809793701176,glove-100-angular
hnswlib,"hnswlib ({'M': 48, 'efConstruction': 500})",10,0.9565300000000001,0.9609,0.9626699999999999,0.08915354537042897,306.74691024984355,3.3311843872070312,4.80654239654541,5.88611125946045,7.988603115081817,0.0,2381.6956374645233,10.0,846836.0,2760.6993638835906,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.09625,0.10343,0.22987000000000002,0.12197753357461837,51753.67333139199,0.017881393432617188,0.02956390380859375,0.05031108856201182,0.15855407714843867,0.0,578.4351787567139,10.0,628276.0,12.139737327957153,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.44914,0.48362999999999995,0.76445,0.09831222880095614,8757.065013258873,0.10704994201660156,0.1761913299560547,0.23937463760375982,0.37003540992737016,0.0,578.4351787567139,10.0,628276.0,71.74504232282638,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.16982,0.18292999999999998,0.37345,0.1138497415154246,34563.97662939126,0.030040740966796875,0.05125999450683594,0.07248163223266607,0.17595410346984888,0.0,578.4351787567139,10.0,628276.0,18.17719085788727,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.5326299999999999,0.57227,0.8480000000000001,0.09548776922828811,5786.579805279285,0.15974044799804688,0.2544045448303221,0.3500008583068848,0.654713869094852,0.0,578.4351787567139,10.0,628276.0,108.57467124652862,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.267,0.28767,0.53396,0.10672466064904142,20979.313815082303,0.0438690185546875,0.07319450378417969,0.1251792907714846,0.31330251693726,0.0,578.4351787567139,10.0,628276.0,29.947404645252227,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.62844,0.6732199999999999,0.91982,0.09304208123120287,3181.2576373281768,0.3008842468261719,0.45635700225830045,0.5803155899047853,1.122263669967657,0.0,578.4351787567139,10.0,628276.0,197.49296398630142,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.6738000000000001,0.7208,0.9410399999999999,0.09218737693887075,2239.913562905875,0.4265308380126953,0.6089568138122553,0.7615089416503906,1.269586086273195,0.0,578.4351787567139,10.0,628276.0,280.49118073329925,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.38241,0.41204,0.6893,0.10086317341320092,12123.383629878015,0.07510185241699219,0.1270771026611328,0.2245974540710451,0.4487426280975421,0.0,578.4351787567139,10.0,628276.0,51.8234858502388,glove-100-angular
hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",10,0.70234,0.75064,0.94984,0.09173437022993149,1709.9108077487344,0.5638599395751953,0.7903695106506345,0.9625101089477542,1.2929563522338892,0.0,578.4351787567139,10.0,628276.0,367.4320304619789,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.55305,0.59692,0.9099600000000001,0.09371540120049342,13195.552471013732,0.07534027099609375,0.12731552124023438,0.1685690879821779,0.3109042644500746,0.0,2244.093001127243,10.0,1178152.0,89.28402221794127,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.87339,0.90739,0.9547100000000001,0.09020729025578356,2021.7923196163174,0.5203485488891602,0.7531642913818359,0.9319901466369631,1.432419538497925,0.0,2244.093001127243,10.0,1178152.0,582.7265187274933,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.66896,0.71663,0.94439,0.09210876544299376,8597.899796424526,0.1494884490966797,0.24081468582153304,0.30899286270141607,0.4332077503204348,0.0,2244.093001127243,10.0,1178152.0,137.0278821451187,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.9069699999999999,0.9322699999999999,0.9550599999999999,0.08998018586898987,1234.5256552423434,0.8261203765869141,1.1746883392333984,1.379499435424805,2.1932253837585476,0.0,2244.093001127243,10.0,1178152.0,954.3357766580582,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.76572,0.8107900000000001,0.95182,0.09110049738442491,4987.900995081911,0.1971721649169922,0.3032803535461424,0.4000735282897951,0.6392068862915052,0.0,2244.093001127243,10.0,1178152.0,236.20196173934934,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.93537,0.94832,0.9553699999999999,0.08979635271128401,654.2428598716797,1.6951560974121094,2.54371166229248,3.240597248077393,4.523849725723286,0.0,2244.093001127243,10.0,1178152.0,1800.7869435993196,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.9444100000000001,0.9519,0.95548,0.08973584017587322,434.76429765803516,2.368330955505371,3.3483862876892085,3.9489364624023438,5.056647539138799,0.0,2244.093001127243,10.0,1178152.0,2709.863726958275,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.83902,0.8783799999999999,0.9541299999999999,0.09046079077823635,2877.2121080828642,0.3724098205566406,0.5793690681457517,0.7820534706115732,1.2240478992462172,0.0,2244.093001127243,10.0,1178152.0,409.4769366117477,glove-100-angular
hnswlib,"hnswlib ({'M': 64, 'efConstruction': 500})",10,0.9482900000000001,0.9533200000000001,0.9555199999999999,0.08970596142024093,321.03688408172314,3.4977197647094727,6.851553916931134,23.937549591064464,61.723941087724334,0.0,2244.093001127243,10.0,1178152.0,3669.8337743026736,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.24925000000000003,0.2672,0.50537,0.1067788611837206,38735.00674165605,0.023603439331054688,0.03838539123535156,0.0591278076171875,0.1964602470397956,0.0,682.3821668624878,10.0,662284.0,17.097815534591675,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.63629,0.67899,0.9183600000000001,0.0932365237364712,6743.6573377057275,0.1404285430908203,0.21005868911743147,0.2806258201599123,0.5381500720977863,0.0,682.3821668624878,10.0,662284.0,98.20843006019592,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.36329,0.39042,0.67314,0.10094384313235151,25149.823682173403,0.039577484130859375,0.06580352783203125,0.10038137435913101,0.27967000007629494,0.0,682.3821668624878,10.0,662284.0,26.33354445619583,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.6944,0.73829,0.93932,0.09230599531750996,4516.385516740857,0.2148151397705078,0.3070831298828125,0.38791656494140647,0.5385875701904297,0.0,682.3821668624878,10.0,662284.0,146.64027186012268,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.47691999999999996,0.51176,0.80192,0.09693864045580806,15826.493229325264,0.0591278076171875,0.09274482727050781,0.15093326568603546,0.2815818786621113,0.0,682.3821668624878,10.0,662284.0,41.84654113855362,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.75851,0.8020099999999999,0.94797,0.09152901330323217,2425.4958620072684,0.4216432571411133,0.5700588226318359,0.7024002075195317,1.0883958339691193,0.0,682.3821668624878,10.0,662284.0,273.05097088556295,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.78953,0.83253,0.94953,0.09121933880623938,1668.4820801543708,0.6260871887207031,0.8196830749511719,0.9613156318664553,1.296529769897463,0.0,682.3821668624878,10.0,662284.0,396.93803600139614,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.58084,0.62162,0.88612,0.09435113532114457,9330.833723202215,0.10061264038085938,0.1575946807861328,0.2570223808288576,0.49829530715942394,0.0,682.3821668624878,10.0,662284.0,70.97800900182725,glove-100-angular
hnswlib,"hnswlib ({'M': 8, 'efConstruction': 500})",10,0.80908,0.8512299999999999,0.9501099999999999,0.09103824202380947,1277.984078398793,0.7784366607666016,0.9873509407043448,1.1832714080810547,1.721893310546882,0.0,682.3821668624878,10.0,662284.0,518.2255484980583,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.50191,0.54057,0.8676299999999999,0.09591389926286265,12072.440908619916,0.0782012939453125,0.12946128845214844,0.19720315933227606,0.35311007499695074,0.0,2248.644076347351,10.0,1473820.0,122.08135961532592,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.8178300000000001,0.85748,0.9365500000000001,0.09192701283207062,2087.2524746008394,0.47898292541503906,0.6978631019592283,0.8206605911254888,1.2336320877075306,0.0,2248.644076347351,10.0,1473820.0,706.105283349514,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.60997,0.6542600000000001,0.91863,0.09411101885324503,8027.850833666526,0.12028217315673828,0.20433664321899397,0.3002047538757332,0.6253764629364023,0.0,2248.644076347351,10.0,1473820.0,183.5883638768196,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.8571799999999999,0.89035,0.93692,0.09162851766028399,1323.1407355662402,0.762939453125,1.1320114135742188,1.3253855705261235,1.8141489028930708,0.0,2248.644076347351,10.0,1473820.0,1113.8799980859756,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.70019,0.7466999999999999,0.93231,0.09300429102270714,5121.903207197597,0.1888275146484375,0.2982854843139645,0.40579080581665045,0.7340927124023442,0.0,2248.644076347351,10.0,1473820.0,287.74850683021543,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.8970100000000001,0.9186799999999999,0.9371700000000001,0.09135691257997973,705.8559533195452,1.4467239379882812,2.0699739456176753,2.338988780975344,3.0062613487243737,0.0,2248.644076347351,10.0,1473820.0,2087.989756364346,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.91245,0.92737,0.9372,0.09125087703847555,477.9846745789923,2.174973487854004,3.118073940277099,3.4743046760559095,4.126787424087524,0.0,2248.644076347351,10.0,1473820.0,3083.404298052311,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.77877,0.8225899999999999,0.9359299999999999,0.09224990958677762,2931.5245772417516,0.335693359375,0.5054593086242674,0.6585192680358888,1.1334791183471755,0.0,2248.644076347351,10.0,1473820.0,502.74864193248743,glove-100-angular
hnswlib,"hnswlib ({'M': 96, 'efConstruction': 500})",10,0.91956,0.9306800000000001,0.93727,0.09119875709158447,365.89540534368695,2.91287899017334,4.206693172454833,4.8215436935424805,5.804626703262347,0.0,2248.644076347351,10.0,1473820.0,4027.981708640575,glove-100-angular
luceneknn,luceneknn-100-24-500-10,10,0.59527,0.63753,0.91741,0.09042265258108277,2625.299682777373,0.3414154052734375,0.5898594856262205,0.8318901062011729,1.5761935710907,0.0,3779.108606338501,10.0,3068916.0,1168.9774009926796,glove-100-angular
luceneknn,luceneknn-100-24-500-120,10,0.89756,0.93383,0.9998799999999999,0.08636496311024638,582.6064222132477,1.696467399597168,2.3217439651489253,2.737536430358887,3.662592411041261,0.0,3779.108606338501,10.0,3068916.0,5267.562942992593,glove-100-angular
luceneknn,luceneknn-100-24-500-20,10,0.70925,0.7537499999999999,0.97474,0.08843193726866128,1917.4532653498975,0.48542022705078125,0.8125424385070799,1.1007976531982426,1.700414180755618,0.0,3779.108606338501,10.0,3068916.0,1600.516714257431,glove-100-angular
luceneknn,luceneknn-100-24-500-200,10,0.9298500000000001,0.9610200000000001,1.0,0.08613987663620411,399.1054823660402,2.544879913330078,3.406822681427001,3.9802241325378427,5.193406581878698,0.0,3779.108606338501,10.0,3068916.0,7689.485951950264,glove-100-angular
luceneknn,luceneknn-100-24-500-40,10,0.79997,0.84277,0.99522,0.08726080954597529,1268.1555095866545,0.7755756378173828,1.2466907501220703,1.7011451721191413,2.652424097061161,0.0,3779.108606338501,10.0,3068916.0,2419.9839663199423,glove-100-angular
luceneknn,luceneknn-100-24-500-400,10,0.9619300000000001,0.98472,1.0,0.0859486654076507,231.4270365758432,4.350900650024414,5.790531635284423,6.596336364746094,7.646632909774795,0.0,3779.108606338501,10.0,3068916.0,13260.836095069884,glove-100-angular
luceneknn,luceneknn-100-24-500-600,10,0.9747,0.992,1.0,0.08587641725978573,165.89335274991296,6.078839302062988,8.068370819091797,9.332470893859863,11.93114447593693,0.0,3779.108606338501,10.0,3068916.0,18499.330739468765,glove-100-angular
luceneknn,luceneknn-100-24-500-80,10,0.8660500000000001,0.9050100000000001,0.9992300000000001,0.08662380448911833,839.903388874678,1.1844635009765625,1.753604412078857,2.1796298027038574,3.0303416252136315,0.0,3779.108606338501,10.0,3068916.0,3653.891674507713,glove-100-angular
luceneknn,luceneknn-100-24-500-800,10,0.98141,0.99497,1.0,0.0858407339249819,137.74494404894904,7.33792781829834,10.794258117675776,13.133952617645267,16.52926635742191,0.0,3779.108606338501,10.0,3068916.0,22279.69978273344,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986104993376,3523.4026781799826,0.13256072998046875,0.3364205360412596,0.7867670059204359,20.55217814445496,0.0,2073.0954825878143,10.0,2330512.0,661.4378806125641,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,3559.018488074928,0.11587142944335938,0.24416446685790982,0.4878473281860361,20.46918916702271,0.0,2073.0954825878143,10.0,2330512.0,654.8187394386291,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,4010.876202960489,0.1138448715209961,0.2334117889404297,0.4799437522888185,20.378590106964115,0.0,2073.0954825878143,10.0,2330512.0,581.0481007316589,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,4110.2900817578775,0.1163482666015625,0.2601265907287596,0.49592256546020536,20.50186347961426,0.0,2073.0954825878143,10.0,2330512.0,566.9945316860199,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,4287.561024826593,0.11658668518066406,0.23698806762695312,0.46471118927002025,20.4653742313385,0.0,2073.0954825878143,10.0,2330512.0,543.5519136650086,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,3775.5953805689037,0.11587142944335938,0.25177001953125,0.5066919326782238,20.4935097694397,0.0,2073.0954825878143,10.0,2330512.0,617.2568204723358,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,4009.9543678469713,0.11539459228515625,0.23558139801025357,0.4494738578796399,20.44415593147278,0.0,2073.0954825878143,10.0,2330512.0,581.1816759529114,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,4083.0109215059597,0.11658668518066406,0.24318695068359375,0.4818749427795417,20.42842173576355,0.0,2073.0954825878143,10.0,2330512.0,570.7827005126952,glove-100-angular
nsg(faiss),FaissNSG,10,0.29073000000000004,0.31070000000000003,0.52344,0.10444986105430401,4297.781249362783,0.11277198791503906,0.21028518676757812,0.37789583206176763,20.455363035202026,0.0,2073.0954825878143,10.0,2330512.0,542.2593344753266,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739854049622,3584.5124732676622,0.1277923583984375,0.250601768493652,0.4573369026184093,20.43104219436646,0.0,2198.2737641334534,10.0,2160920.0,602.8490669555664,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739854049622,3599.654101231346,0.12731552124023438,0.270843505859375,0.5052256584167484,20.4823112487793,0.0,2198.2737641334534,10.0,2160920.0,600.31323544693,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739853339455,3602.2485196123666,0.12946128845214844,0.3009080886840817,0.5445861816406259,20.490660429000858,0.0,2198.2737641334534,10.0,2160920.0,599.8808766899108,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739853339455,3666.6233650658883,0.12874603271484375,0.25535821914672835,0.43325424194336043,20.471359014511112,0.0,2198.2737641334534,10.0,2160920.0,589.3487781124115,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739854049622,3688.067013493355,0.13136863708496094,0.30566453933715804,0.6399846076965399,20.495184898376465,0.0,2198.2737641334534,10.0,2160920.0,585.9221082735062,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739854049622,3781.0864543966773,0.1266002655029297,0.2555966377258299,0.43063163757324324,20.456317901611328,0.0,2198.2737641334534,10.0,2160920.0,571.5076939029693,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739853339455,3684.7754602253194,0.13768672943115234,0.2985239028930661,0.5496168136596693,20.514254808425907,0.0,2198.2737641334534,10.0,2160920.0,586.4455034847259,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739853339455,3425.3104912007993,0.13494491577148438,0.29468536376953125,0.5388593673706062,20.51021790504456,0.0,2198.2737641334534,10.0,2160920.0,630.8683564748765,glove-100-angular
nsg(faiss),FaissNSG,10,0.41474,0.44287,0.6954100000000001,0.09766739854049622,3293.26090150134,0.13017654418945312,0.2777576446533203,0.5572438240051283,20.4954206943512,0.0,2198.2737641334534,10.0,2160920.0,656.1642288999558,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.09316949062248561,3085.690642868893,0.1404285430908203,0.27751922607421875,0.5357861518859877,20.49398469924927,0.0,2406.889509677887,10.0,2227288.0,721.8118268424987,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.0931694906230319,3126.128192226403,0.14209747314453125,0.2758622169494627,0.5655670166015634,20.488051652908332,0.0,2406.889509677887,10.0,2227288.0,712.474941219139,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.09316949062357817,3265.444417039744,0.14543533325195312,0.3268718719482422,0.88122844696045,20.51067399978638,0.0,2406.889509677887,10.0,2227288.0,682.0780621398926,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.09316949062357817,3339.7455941684657,0.1430511474609375,0.288748741149902,0.7904195785522474,20.46777725219727,0.0,2406.889509677887,10.0,2227288.0,666.9034922567367,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.0931694906230319,3076.2970522350233,0.15246868133544922,0.3280758857727049,2.2374343872070805,20.53714227676392,0.0,2406.889509677887,10.0,2227288.0,724.0159068454743,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.0931694906230319,3407.869039413772,0.1442432403564453,0.28634071350097656,2.9707098007202153,20.463713169097904,0.0,2406.889509677887,10.0,2227288.0,653.5720634332657,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.09316949062357817,3197.2301827449746,0.14066696166992188,0.2675056457519531,0.485665798187256,20.49184656143189,0.0,2406.889509677887,10.0,2227288.0,696.6304809770584,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.09316949062357817,3252.4258632087267,0.1404285430908203,0.270843505859375,0.5680727958679234,20.4689519405365,0.0,2406.889509677887,10.0,2227288.0,684.808230433464,glove-100-angular
nsg(faiss),FaissNSG,10,0.52874,0.56431,0.8274699999999999,0.0931694906230319,3044.750081448784,0.14662742614746094,0.2956509590148924,0.5999994277954132,20.521715402603167,0.0,2406.889509677887,10.0,2227288.0,731.5175106063842,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379397627,3174.1545377319762,0.1481771469116211,0.240325927734375,0.5369567871093759,20.41364145278931,0.0,2440.9659056663513,10.0,2059664.0,648.8858609485626,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379561512,3307.201188550659,0.14591217041015625,0.2346158027648924,0.4136753082275395,20.453696727752686,0.0,2440.9659056663513,10.0,2059664.0,622.7815855686188,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379725396,3324.429201051883,0.1456737518310547,0.23938417434692366,0.4828834533691425,20.40768623352051,0.0,2440.9659056663513,10.0,2059664.0,619.5541777061462,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379725396,3372.3616639959346,0.14638900756835938,0.24200677871704085,0.47244310379028615,20.415794372558597,0.0,2440.9659056663513,10.0,2059664.0,610.7482545509339,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379561512,3457.795039668603,0.14400482177734375,0.23865699768066406,0.3986573219299321,20.42440032958985,0.0,2440.9659056663513,10.0,2059664.0,595.6582088790894,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379561512,3413.624191449255,0.15163421630859375,0.25653839111328125,0.4423069953918466,20.399344205856323,0.0,2440.9659056663513,10.0,2059664.0,603.3657732913972,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379725396,3318.4570055984022,0.14531612396240234,0.23320913314819283,0.46087503433227567,20.384312629699707,0.0,2440.9659056663513,10.0,2059664.0,620.6691834564209,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379725396,3500.8704800185233,0.14257431030273438,0.22890567779540982,0.4115176200866701,20.384319782257084,0.0,2440.9659056663513,10.0,2059664.0,588.3291060768128,glove-100-angular
nsg(faiss),FaissNSG,10,0.59801,0.63822,0.89894,0.09092998379561512,3293.191862495572,0.14328956604003906,0.2276897430419922,0.4101467132568374,20.388126373291016,0.0,2440.9659056663513,10.0,2059664.0,625.4309150512695,glove-100-angular
nsg(faiss),FaissNSG,10,0.6545300000000001,0.69733,0.94091,0.08955470838152378,2706.8354127795833,0.18787384033203125,0.31256675720214844,0.6104993820190462,20.48207473754883,0.0,2966.1299028396606,10.0,2082700.0,769.4224739956857,glove-100-angular
